    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      3.9286      4.1964      4.1071      0.8513       4      0.0097
    2      3.9286      4.2857      5.8929      0.8375       3      0.0299
    3      4.2857      4.7321      5.0000      4.2321       1      0.0523
    4      3.9286      5.8036      4.9107      0.8176       5      0.0144
    5      6.0714      4.7321      5.0000      7.2248       2      0.0523
  -------------------------------------------------------------------------
